iana_name,standard_abbr,iana_group_abbr,iana_group,windows_id,windows_name,windows_display,windows_group_id,windows_group_name,windows_group_display,closest_windows_display
Etc/GMT-11,+11,+11,Asia/Magadan,2300,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",2310,Magadan Standard Time,(UTC+12:00) Magadan,"(UTC+11:00) Solomon Is., New Caledonia"
Etc/GMT-13,+13,+13,Pacific/Tongatapu,NA,NA,NA,2500,Tonga Standard Time,(UTC+13:00) Nuku'alofa,(UTC+13:00) Nuku'alofa
Etc/GMT-2,+02,SAST,Africa/Johannesburg,1470,South Africa Standard Time,"(UTC+02:00) Harare, Pretoria",1470,South Africa Standard Time,"(UTC+02:00) Harare, Pretoria","(UTC+02:00) Harare, Pretoria"
Etc/GMT-3,+03,MSK,Europe/Moscow,1520,E. Africa Standard Time,(UTC+03:00) Nairobi,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd",(UTC+03:00) Nairobi
Etc/GMT-4,+04,+04,Asia/Dubai,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat","(UTC+04:00) Abu Dhabi, Muscat"
Etc/GMT-5,+05,PKT,Asia/Karachi,1710,West Asia Standard Time,(UTC+05:00) Tashkent,1750,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",(UTC+05:00) Tashkent
Etc/GMT-6,+06,+06,Asia/Dhaka,1800,Central Asia Standard Time,(UTC+06:00) Astana,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+06:00) Astana
Etc/GMT-7,+07,WIB,Asia/Jakarta,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Etc/GMT-8,+08,PT,Asia/Manila,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore",2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Etc/GMT-9,+09,JST,Asia/Tokyo,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo",2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo","(UTC+09:00) Osaka, Sapporo, Tokyo"
Etc/GMT0,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Etc/Greenwich,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Etc/UCT,UTC,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Etc/Universal,UTC,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Etc/Zulu,UTC,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Europe/Amsterdam,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Andorra,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Astrakhan,+04,+04,Asia/Dubai,NA,NA,NA,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat","(UTC+04:00) Abu Dhabi, Muscat"
Europe/Belfast,GMT,GMT,Europe/London,NA,NA,NA,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Europe/Belgrade,CET,CET,Europe/Paris,1300,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague"
Europe/Berlin,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Bratislava,CET,CET,Europe/Paris,1300,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague"
Europe/Brussels,CET,CET,Europe/Paris,1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris"
Europe/Bucharest,EET,EET,Europe/Athens,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Europe/Budapest,CET,CET,Europe/Paris,1300,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague"
Europe/Busingen,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Copenhagen,CET,CET,Europe/Paris,1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris"
Europe/Gibraltar,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Guernsey,GMT,GMT,Europe/London,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London",1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Europe/Helsinki,EET,EET,Europe/Athens,1420,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius"
Europe/Isle_of_Man,GMT,GMT,Europe/London,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London",1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Europe/Istanbul,+03,MSK,Europe/Moscow,1490,Turkey Standard Time,(UTC+02:00) Istanbul,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd",(UTC+02:00) Istanbul
Europe/Jersey,GMT,GMT,Europe/London,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London",1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
Europe/Kaliningrad,EET,SAST,Africa/Johannesburg,1530,Kaliningrad Standard Time,(UTC+03:00) Kaliningrad,1470,South Africa Standard Time,"(UTC+02:00) Harare, Pretoria",(UTC+03:00) Kaliningrad
Europe/Kiev,EET,EET,Europe/Athens,1420,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius"
Europe/Kirov,MSK,MSK,Europe/Moscow,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd",1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+04:00) Moscow, St. Petersburg, Volgograd"
Europe/Kyiv,EET,EET,Europe/Athens,NA,NA,NA,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Europe/Ljubljana,CET,CET,Europe/Paris,1300,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague"
Europe/Luxembourg,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Madrid,CET,CET,Europe/Paris,1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris"
Europe/Malta,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Mariehamn,EET,EET,Europe/Athens,1420,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius"
Europe/Minsk,+03,MSK,Europe/Moscow,NA,NA,NA,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+04:00) Moscow, St. Petersburg, Volgograd"
Europe/Monaco,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Nicosia,EET,EET,Europe/Athens,NA,NA,NA,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Europe/Oslo,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Podgorica,CET,CET,Europe/Paris,1300,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague"
Europe/Prague,CET,CET,Europe/Paris,1300,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague"
Europe/Riga,EET,EET,Europe/Athens,1420,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius"
Europe/Rome,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Samara,+04,+04,Asia/Dubai,NA,NA,NA,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat","(UTC+04:00) Abu Dhabi, Muscat"
Europe/San_Marino,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Sarajevo,CET,CET,Europe/Paris,1310,Central European Standard Time,"(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb"
Europe/Saratov,+04,+04,Asia/Dubai,NA,NA,NA,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat","(UTC+04:00) Abu Dhabi, Muscat"
Europe/Simferopol,MSK,MSK,Europe/Moscow,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd",1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+04:00) Moscow, St. Petersburg, Volgograd"
Europe/Skopje,CET,CET,Europe/Paris,1310,Central European Standard Time,"(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb"
Europe/Sofia,EET,EET,Europe/Athens,1420,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius"
Europe/Stockholm,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Tallinn,EET,EET,Europe/Athens,1420,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius"
Europe/Tirane,CET,CET,Europe/Paris,1300,Central Europe Standard Time,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague"
Europe/Tiraspol,EET,EET,Europe/Athens,NA,NA,NA,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Europe/Ulyanovsk,+04,+04,Asia/Dubai,NA,NA,NA,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat","(UTC+04:00) Abu Dhabi, Muscat"
Europe/Uzhgorod,EET,EET,Europe/Athens,NA,NA,NA,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Europe/Vaduz,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Vatican,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Vienna,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
Europe/Vilnius,EET,EET,Europe/Athens,1420,FLE Standard Time,"(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius",1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius"
Europe/Volgograd,MSK,MSK,Europe/Moscow,NA,NA,NA,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd","(UTC+04:00) Moscow, St. Petersburg, Volgograd"
Europe/Warsaw,CET,CET,Europe/Paris,1310,Central European Standard Time,"(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb"
Europe/Zagreb,CET,CET,Europe/Paris,1310,Central European Standard Time,"(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb"
Europe/Zaporozhye,EET,EET,Europe/Athens,NA,NA,NA,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Europe/Zurich,CET,CET,Europe/Paris,1340,W. Europe Standard Time,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna"
GB,GMT,GMT,Europe/London,NA,NA,NA,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
GB-Eire,GMT,GMT,Europe/London,NA,NA,NA,1200,GMT Standard Time,"(UTC) Dublin, Edinburgh, Lisbon, London","(UTC) Dublin, Edinburgh, Lisbon, London"
GMT,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
GMT+0,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
GMT-0,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
GMT0,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Greenwich,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
HST,HST,HST,Pacific/Honolulu,NA,NA,NA,200,Hawaiian Standard Time,(UTC-10:00) Hawaii,(UTC-10:00) Hawaii
Hongkong,HKT,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
Iceland,GMT,GMT,Africa/Abidjan,NA,NA,NA,1210,Greenwich Standard Time,"(UTC) Monrovia, Reykjavik","(UTC) Monrovia, Reykjavik"
Indian/Antananarivo,EAT,MSK,Europe/Moscow,1520,E. Africa Standard Time,(UTC+03:00) Nairobi,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd",(UTC+03:00) Nairobi
Indian/Chagos,+06,+06,Asia/Dhaka,1800,Central Asia Standard Time,(UTC+06:00) Astana,1830,Bangladesh Standard Time,(UTC+06:00) Dhaka,(UTC+06:00) Astana
Indian/Christmas,+07,WIB,Asia/Jakarta,1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta",1910,SE Asia Standard Time,"(UTC+07:00) Bangkok, Hanoi, Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta"
Indian/Cocos,+0630,+0630,Asia/Yangon,1820,Myanmar Standard Time,(UTC+06:30) Yangon (Rangoon),NA,Myanmar Standard Time,(UTC+06:30) Yangon (Rangoon),(UTC+06:30) Yangon (Rangoon)
Indian/Comoro,EAT,MSK,Europe/Moscow,1520,E. Africa Standard Time,(UTC+03:00) Nairobi,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd",(UTC+03:00) Nairobi
Indian/Kerguelen,+05,PKT,Asia/Karachi,1710,West Asia Standard Time,(UTC+05:00) Tashkent,1750,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",(UTC+05:00) Tashkent
Indian/Mahe,+04,+04,Asia/Dubai,1650,Mauritius Standard Time,(UTC+04:00) Port Louis,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",(UTC+04:00) Port Louis
Indian/Maldives,+05,PKT,Asia/Karachi,1710,West Asia Standard Time,(UTC+05:00) Tashkent,1750,Pakistan Standard Time,"(UTC+05:00) Islamabad, Karachi",(UTC+05:00) Tashkent
Indian/Mauritius,+04,+04,Asia/Dubai,1650,Mauritius Standard Time,(UTC+04:00) Port Louis,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",(UTC+04:00) Port Louis
Indian/Mayotte,EAT,MSK,Europe/Moscow,1520,E. Africa Standard Time,(UTC+03:00) Nairobi,1540,Russian Standard Time,"(UTC+04:00) Moscow, St. Petersburg, Volgograd",(UTC+03:00) Nairobi
Indian/Reunion,+04,+04,Asia/Dubai,1650,Mauritius Standard Time,(UTC+04:00) Port Louis,1600,Arabian Standard Time,"(UTC+04:00) Abu Dhabi, Muscat",(UTC+04:00) Port Louis
Iran,+0330,+0330,Asia/Tehran,NA,NA,NA,1550,Iran Standard Time,(UTC+03:30) Tehran,(UTC+03:30) Tehran
Israel,IST,EET,Europe/Athens,NA,NA,NA,1430,GTB Standard Time,"(UTC+02:00) Athens, Bucharest","(UTC+02:00) Athens, Bucharest"
Jamaica,ET,-05,America/Lima,NA,NA,NA,710,SA Pacific Standard Time,"(UTC-05:00) Bogota, Lima, Quito","(UTC-05:00) Bogota, Lima, Quito"
Japan,JST,JST,Asia/Tokyo,NA,NA,NA,2110,Tokyo Standard Time,"(UTC+09:00) Osaka, Sapporo, Tokyo","(UTC+09:00) Osaka, Sapporo, Tokyo"
Kwajalein,+12,+12,Pacific/Fiji,NA,NA,NA,2400,Fiji Standard Time,(UTC+12:00) Fiji,(UTC+12:00) Fiji
Libya,EET,SAST,Africa/Johannesburg,NA,NA,NA,1470,South Africa Standard Time,"(UTC+02:00) Harare, Pretoria","(UTC+02:00) Harare, Pretoria"
MET,MET,CET,Europe/Paris,NA,NA,NA,1320,Romance Standard Time,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris"
MST,MT,MT,America/Phoenix,NA,NA,NA,520,US Mountain Standard Time,(UTC-07:00) Arizona,(UTC-07:00) Arizona
MST7MDT,MT,MT,America/Denver,NA,NA,NA,500,Mountain Standard Time,(UTC-07:00) Mountain Time (US and Canada),(UTC-07:00) Mountain Time (US and Canada)
Mexico/BajaNorte,PT,PT,America/Los_Angeles,NA,NA,NA,400,Pacific Standard Time,(UTC-08:00) Pacific Time (US and Canada),(UTC-08:00) Pacific Time (US and Canada)
Mexico/BajaSur,MT,MT,America/Phoenix,NA,NA,NA,520,US Mountain Standard Time,(UTC-07:00) Arizona,(UTC-07:00) Arizona
Mexico/General,CT,CT,America/Mexico_City,NA,NA,NA,630,Central Standard Time (Mexico),"((UTC-06:00) Guadalajara, Mexico City, Monterrey","((UTC-06:00) Guadalajara, Mexico City, Monterrey"
NZ,NZST,NZST,Pacific/Auckland,NA,NA,NA,2410,New Zealand Standard Time,"(UTC+12:00) Auckland, Wellington","(UTC+12:00) Auckland, Wellington"
Navajo,MT,MT,America/Denver,NA,NA,NA,500,Mountain Standard Time,(UTC-07:00) Mountain Time (US and Canada),(UTC-07:00) Mountain Time (US and Canada)
PRC,CT,PT,Asia/Manila,NA,NA,NA,2020,Singapore Standard Time,"(UTC+08:00) Kuala Lumpur, Singapore","(UTC+08:00) Kuala Lumpur, Singapore"
PST8PDT,PT,PT,America/Los_Angeles,NA,NA,NA,400,Pacific Standard Time,(UTC-08:00) Pacific Time (US and Canada),(UTC-08:00) Pacific Time (US and Canada)
Pacific/Apia,+13,+13,Pacific/Tongatapu,2510,Samoa Standard Time,(UTC-11:00)Samoa,2500,Tonga Standard Time,(UTC+13:00) Nuku'alofa,(UTC-11:00)Samoa
Pacific/Bougainville,+11,+11,Asia/Magadan,NA,NA,NA,2310,Magadan Standard Time,(UTC+12:00) Magadan,(UTC+12:00) Magadan
Pacific/Chuuk,+10,AEST,Australia/Brisbane,NA,NA,NA,2210,E. Australia Standard Time,(UTC+10:00) Brisbane,(UTC+10:00) Brisbane
Pacific/Efate,+11,+11,Asia/Magadan,2300,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",2310,Magadan Standard Time,(UTC+12:00) Magadan,"(UTC+11:00) Solomon Is., New Caledonia"
Pacific/Enderbury,+13,+13,Pacific/Tongatapu,NA,NA,NA,2500,Tonga Standard Time,(UTC+13:00) Nuku'alofa,(UTC+13:00) Nuku'alofa
Pacific/Fakaofo,+13,+13,Pacific/Tongatapu,NA,NA,NA,2500,Tonga Standard Time,(UTC+13:00) Nuku'alofa,(UTC+13:00) Nuku'alofa
Pacific/Funafuti,+12,+12,Pacific/Fiji,2430,UTC+12,(UTC+12:00) Coordinated Universal Time +12,2400,Fiji Standard Time,(UTC+12:00) Fiji,(UTC+12:00) Coordinated Universal Time +12
Pacific/Galapagos,-06,CT,America/Mexico_City,610,Central America Standard Time,(UTC-06:00) Central America,630,Central Standard Time (Mexico),"((UTC-06:00) Guadalajara, Mexico City, Monterrey",(UTC-06:00) Central America
Pacific/Guadalcanal,+11,+11,Asia/Magadan,2300,Central Pacific Standard Time,"(UTC+11:00) Solomon Is., New Caledonia",2310,Magadan Standard Time,(UTC+12:00) Magadan,"(UTC+11:00) Solomon Is., New Caledonia"
Pacific/Guam,ChST,AEST,Australia/Brisbane,2240,West Pacific Standard Time,"(UTC+10:00) Guam, Port Moresby",2210,E. Australia Standard Time,(UTC+10:00) Brisbane,"(UTC+10:00) Guam, Port Moresby"
